

-----------------------------------------
Time of attack: Sun Aug 24 03:09:01 2008
-----------------------------------------

**** Secret key used: 0x52b49ea34972 ****


Attack type: TMDTO RAINBOW ATTACK
M = 2 power 24
t = 2 power 9
D = 2 power 15
T ~ 2 power 32
P = 2 power 33
prefix_bits = 48
Current Time: Sun Aug 24 03:09:01 2008


Preparing Hashtable ...
TIME for preparing hashtable: 62 

Preparing Keystream ...
Keystream made available ...
TIME for preparing keystream: 0 

Attacking ...
False Alarm generated ...temp prefix: 650e686032b2, prefix: 6b1c5513d927
False Alarm generated ...temp prefix: ccf7f8d7a0c6, prefix: 663911d0b957
False Alarm generated ...temp prefix: b27c00be04ca, prefix: 331cecb38f04
False Alarm generated ...temp prefix: fd9130d75ba4, prefix: 722171d29707
False Alarm generated ...temp prefix: e87d5b2ab254, prefix: edf24c98a756
False Alarm generated ...temp prefix: 1c6b47b873e7, prefix: 2da22e5df7b0
False Alarm generated ...temp prefix: 56e871d54117, prefix: e5e1a848b8af
False Alarm generated ...temp prefix: 143c450a7ad9, prefix: d4245c57a1a4
False Alarm generated ...temp prefix: cfad1738199f, prefix: 5c57a1a44477
False Alarm generated ...temp prefix: 645189f4fef, prefix: d2223b95797a
False Alarm generated ...temp prefix: 6326f6b9d949, prefix: 5ac3a3aceda9
False Alarm generated ...temp prefix: b886e3076138, prefix: f0c9766807c1
False Alarm generated ...temp prefix: 44c1af420ee1, prefix: 1f068c560821
False Alarm generated ...temp prefix: 60e2c1f292e6, prefix: 582086ead8f5
False Alarm generated ...temp prefix: 88fb11aaa977, prefix: cadd2a9b2a43
False Alarm generated ...temp prefix: 608c95d95f84, prefix: 7c35867c8f72
False Alarm generated ...temp prefix: 1756a870eb99, prefix: 36c3413b84c0
False Alarm generated ...temp prefix: 5a4e9d20712f, prefix: 2c6f28b20345
False Alarm generated ...temp prefix: 43ab2a334c8e, prefix: 19a036100fa8
False Alarm generated ...temp prefix: d6c99d2e3640, prefix: a8751d286637
False Alarm generated ...temp prefix: 2a08f26d0a02, prefix: ea3a50cc6ff8
False Alarm generated ...temp prefix: f327f2f23e91, prefix: 3a50cc6ff818
False Alarm generated ...temp prefix: 7e706d1a2b6e, prefix: 3cf2e420577a
False Alarm generated ...temp prefix: 89665b802e8, prefix: 71dadd33d52d
False Alarm generated ...temp prefix: 147a191c3037, prefix: a1085449c792
False Alarm generated ...temp prefix: bc679fd33ef7, prefix: 3c2576b3697d
False Alarm generated ...temp prefix: 7944981f350b, prefix: 330b5440a0a8
False Alarm generated ...temp prefix: b9c200343f3, prefix: 338c9809e371
False Alarm generated ...temp prefix: 97d9da921115, prefix: 31ffe6bee9a8
False Alarm generated ...temp prefix: ec6b5682c950, prefix: 93667bb11326
False Alarm generated ...temp prefix: 9a5e223d9de0, prefix: cc1213c1060a
False Alarm generated ...temp prefix: 79c5f9856409, prefix: 9f3c951d2396
False Alarm generated ...temp prefix: 4523c5ebb2af, prefix: 54748e5a3b5d
False Alarm generated ...temp prefix: 6311a4115a39, prefix: 1d23968ed774
False Alarm generated ...temp prefix: 3b3bf766d295, prefix: 688b721309a3
False Alarm generated ...temp prefix: de256a3ebebc, prefix: 721309a32521
False Alarm generated ...temp prefix: 9380342d35e7, prefix: d7aacc78de4c
False Alarm generated ...temp prefix: 70b186c561f7, prefix: ea0a589bbded
False Alarm generated ...temp prefix: 358b951fd012, prefix: 9fefe939b241
False Alarm generated ...temp prefix: 54b2b7fbc986, prefix: 483a35d8021f
False Alarm generated ...temp prefix: 222e9bc7ccf8, prefix: 8021f5c2a03a
False Alarm generated ...temp prefix: 772168b15c18, prefix: 5a79125f5e13
False Alarm generated ...temp prefix: a7a3c148839e, prefix: 2e004cd92333
False Alarm generated ...temp prefix: c49fe9a5637, prefix: d92333d42377
False Alarm generated ...temp prefix: f4e1c759bf90, prefix: ccf508dde0ee
False Alarm generated ...temp prefix: f4d522ecd00a, prefix: bc1dc239a88b
False Alarm generated ...temp prefix: 6d236cbf10d, prefix: f2d38b50040f
False Alarm generated ...temp prefix: 73578f1e7763, prefix: 87258de8d029
False Alarm generated ...temp prefix: 9f4d705c49c4, prefix: 82f22ce12412
False Alarm generated ...temp prefix: de3f4fe68fe3, prefix: cbab88dbea88
False Alarm generated ...temp prefix: 6257f022e518, prefix: c52b0acab0f3
False Alarm generated ...temp prefix: cc2b4f20da6c, prefix: db516c33a524
False Alarm generated ...temp prefix: 8debb6be6460, prefix: ef014d7bdc81
False Alarm generated ...temp prefix: f5eee3abc16b, prefix: 7f52f335ed8f
False Alarm generated ...temp prefix: 76ac39316289, prefix: a9799af6c7ab
False Alarm generated ...temp prefix: 978263adb43a, prefix: 1eafaa748aba
False Alarm generated ...temp prefix: 67366aff6b7e, prefix: d53a455d085e
False Alarm generated ...temp prefix: d7fb4b2febc, prefix: 517899e9f6cc
False Alarm generated ...temp prefix: 7880b6ea02a9, prefix: 926363bcc2bb
False Alarm generated ...temp prefix: 53efb5983610, prefix: 85760b65e3d8
False Alarm generated ...temp prefix: a45b0e5e5a7c, prefix: 85760b65e3d8
False Alarm generated ...temp prefix: 7facc7a238ac, prefix: 78d6e7408e10
False Alarm generated ...temp prefix: 8413f97ab0b4, prefix: 6e7408e1078c
False Alarm generated ...temp prefix: 44984831ba4a, prefix: 998b5840d142
False Alarm generated ...temp prefix: f97905c88336, prefix: 26f642890fc3
False Alarm generated ...temp prefix: 942c932f4fe, prefix: 43f0ead14aca
False Alarm generated ...temp prefix: 37fb4028d383, prefix: 423132b13649
False Alarm generated ...temp prefix: 3733b95900b5, prefix: 2b21e00ae2dc
False Alarm generated ...temp prefix: bf069829a5be, prefix: 9eefd1b9b2d2
False Alarm generated ...temp prefix: 2b66ae5f113b, prefix: d873be0fcb19
