16384 2 131072
42776571793441 215511910723571
47400076128572 53504081909612
48078075009603 34179260191423
53875737269001 253221949291367
13346271943563 124244475219657
17851683039795 20312830990589
35332168616648 74631856287453
55137049369728 275628121271074
16196836849125 179824754314973
3570922531387 113133896961743
14560373091736 240137167916095
19102649825474 247065345084384
60353724613177 86302730259926
34235355195597 156930111744684
1760133928968 135755009229882
39658272584371 173555019998684
65616848168050 103334235109160
61363185694011 271516582796201
48881630615302 275413654807416
41872833847123 59026427347728
69272019041427 77141124687633
14858994022861 75270388851014
15130158290487 12830685279711
60547908265094 234329776335626
41601665140360 48119933617572
30923362349421 233452284106466
24291588381805 241062096251180
51633413425448 122423355799190
67013064980432 4015951799753
45207372438299 253674957857179
67928100012102 153060336286001
39118687798967 138316020911232
68531862783772 241221091368955
19062669405185 180543534119272
63165792441798 33549994767754
42136586685601 246554186218026
63216671941466 211432015480799
62828702546900 152007664337776
47279191331144 128710951368685
28539225858586 160581163752272
45124434887481 48916522382599
4504203946977 79158655613691
15998420921752 245313329839589
12297820069314 82129281567141
29594653305932 49566131594989
20136329122494 111607182958316
31731054307579 259764648049074
15178402703689 274536212075657
10731696626067 24727977606694
40638275156709 209949275712237
68067127280931 37776781558635
3562721235136 96261715695157
44671928869817 29184512240068
57680048404936 144567920353469
42242962506370 279192530111463
28637598309499 62997220079774
19979399748599 67639245396273
41626953171552 51676118266641
2705225006180 17007753908031
24273095922945 74992463301099
62496036666859 146278155012191
61077272766782 138948478318308
1661247252980 226418316278532
67155986996654 62737549034526
54834700720096 26839107911130
37907398437450 164302561911131
7185509840874 149234454220378
7432188863026 94968012249329
40833629785469 162064231044194
1186375383430 262320965285649
45889088905103 25356161949243
61806542706551 269632889686918
13647528236946 3823161919539
5449586162398 76178518750484
3494250274261 191573927689790
48155955840103 195079648763766
19882012781834 29141179601930
57510671845472 29745706708910
54433510794054 274509735333384
15485193758286 267058976623381
69606099025674 189612297860534
66795254279230 164658077312944
47904134116726 268601712865242
59950978935880 98835365878528
25342112940588 219933202226568
1664929511005 226394885803291
63988340939876 281382109809535
11497946459165 196820200311326
58847183111967 176000083408092
31407668169998 211999354361189
20330174950436 209171207882221
40512863190897 7136748407704
44720550624570 125883327699891
17374778418975 71653645569186
7576588313799 25807495467088
59880075881696 174803889132746
14013321927505 55696137235360
10594903007446 137975308149479
4461247747079 222364369350222
47788654407855 227061812383213
46076300712091 260301476868902
38287921779925 183018888539060
14766137459874 252993927998121
54315653666670 238475082703687
44692801158893 224207214254682
29006132768770 259090841450984
30624348745844 170632989640915
61573773448936 266263855652513
19564864521009 186780451829465
57987641232555 181875905295334
4205629548444 154801858855342
53348482047369 236322215453908
39576162856274 74087019942460
69528559171487 101622059323675
61643094078954 81371326329389
5642996046865 122126732121522
32438046301744 275262316186089
17944589736155 227161881506833
44535327878587 216744876879664
64803829052542 43846766244467
19495717085752 230543116699274
37498187193143 246907493723739
60202557020873 218526102555227
33072447984466 141757496039582
42070288676704 121058386066195
8193483559541 189360537547585
62648241206706 232426472962773
42623247766833 59059524361843
63340970287513 279764344485360
46630445449503 174891305081952
5728937682298 270624717341653
27277016418295 10590466112574
11249907512698 67078581795879
55759838658306 147714716311884
30933413407588 182625422977979
35479394355396 170019849557374
36676677377089 164162595124224
21802172980363 83252027854010
54778175322460 31752516961996
34913104319362 183889865516480
22083530670813 194758207829783
41940139885816 204193084313491
19035502486327 66249111280860
41049887131691 55202386305943
5079824480525 66988904122784
46335815286043 17537596108053
13474829300255 79468296321939
30185124560403 121614628966666
5760274285233 213851950354592
45797229876270 173773594286972
13446060060022 262984246191649
60933309818149 1192425663399
48116844746228 259693255602671
21081419587531 119685669891121
32563382823840 209648103479818
60890927194311 154105607213172
14761697982275 246930152309953
47370238175650 240168831297846
5162515526096 56820250554900
61504213449688 84396734152292
39837450825820 80263010761001
16068451926092 98802714129191
31681683410158 195633379478516
23852202284516 53952968261039
39513913601162 195248814559160
26962824772784 121678330447214
13160284516115 40179627876867
41137425104253 275990556020141
60598116285788 255965046796207
22628775952588 115728449823126
50600267563169 163491998914558
3822793396673 210896518425305
4805037637450 214334833856311
24104458394446 168525763014497
24236754208578 88521566614638
27142354185524 132787140522220
45637834379379 61838532348856
51088420838504 74567558087829
13147438400987 238564648259423
40397703215354 134547563450052
10840744176324 226330888921833
9137384857151 96340984394320
50754852065272 238223904581110
62490092529931 111725311429600
45699298053743 130933187488785
53391920553268 95783841592880
31221249002152 270805520096810
26896769649537 249086295311401
5551877920299 9244887227871
69973902593125 269379644993073
62977525552931 50206251056368
59245397644494 270559075499759
35559356320803 111479906328664
56643070009400 237038616811951
16152738469187 226105280362477
55502257348626 191160349305436
67191119522355 278901553249847
55791538479263 190580925226416
35019390553150 216513132532613
9862619322652 221512019144480
25117903935074 190742029674402
1776590126920 245076364152588
52776047424577 36683762674327
65873313960974 147868296930249
46950151584889 76106909778953
29875617183015 150939650446962
70302808236016 252137980558986
22108459450229 31400792881117
67114841695866 20683742586959
53111960014941 123063996438107
56926388150334 57944159957405
34145617404183 167595119635378
63655265770168 281396689585228
44130680003881 150163538479355
39411263153175 40718536873564
57891960751240 74634173976112
13363923650742 40659942981136
32125152609097 40611624696259
18869527968157 110056973696977
50731027436664 377857180807
5991971760528 125093660756727
54610236635839 248822599538553
40070835714374 226885855524248
66904095336139 53389724038854
45439014608161 41721536434415
34859927770557 63731897730154
43683210338335 235476939831098
3278319579693 64544428538056
69289942432266 272906681578247
3280147535185 96880347170668
41353893527008 23246345318999
28110563500022 60438824850832
28300821631545 9612956040838
8574698489205 207121086618235
58576915209752 63165088122116
65391405813084 61028481575459
12324800569877 123872883795722
8055236362082 211197548383923
20041937361611 235196146102778
68159867480101 7868984344100
59282334582029 134264557895055
44445640432617 214558781856421
27681535301155 75488612007315
67803484249365 208224021897518
52151695229897 36029865391403
15637482394012 120456757935489
37259315405738 63354667083292
3829949574960 188454750184483
20483449371996 240165937366964
42434194657867 257570139511921
1903433552845 123292478256481
8156325395513 215111923513539
67482656520571 47052858711329
29172383536096 209524650555458
67588254757084 94803511320602
52897402508300 109300244312769
65455427865548 279913350595913
55260596341182 59375048961797
31909343549206 88429194826805
48252647917934 136260479186700
17363963541434 134147348278899
37863801579130 105899253187313
69789811413727 60163981661919
28291775648843 64025115237732
1630213123756 272965917175478
19089336095522 229764765104759
15293637313605 197029290769501
26197668397947 177045486542932
7869139479434 70769237274067
65065146931636 70770371511806
67263021664814 85430967512212
66533695684162 187981624227262
49899523882835 131873870973891
42567151810002 267598447641654
61409769174767 102945479128144
38935751376204 258326074094532
44397173239716 104356764779090
51831235023342 161989067422002
34727960376236 53505909176508
55041012293033 57169719233933
1850346932399 233403945545357
7168360967734 20638303395257
18655941173828 89022720919285
